DATAFLOW,AREA_REF,FREQ,INDICADOR,ECO,TIME_PERIOD,OBS_VALUE,OBS_STATUS,DECIMALS,UNIDAD,MULT
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2019-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2020-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2020-M04,1.1,,1,RT,0
